Rank,Company,Country,Sales,Profits,Assets,Market Value,ISO-ALPHA-3,ISO-ALPHA-2,IOC,FIFA,Latitude,Longitude,ISO-Name,Historical,WikiData_ID,WikiData_Latitude,WikiData_Longitude,WikiData_Label,WikiData_Description
1504,Sartorius,Germany,4.21,0.5881000000000001,7.57,27.36,DEU,DE,GER,GER,51.165691,10.451526,1,0,Q183,51.0,10.0,Germany,country in Central Europe
1505,Workday,United States,6.2,-0.36669999999999997,13.49,47.0,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1506,Shimano,Japan,4.51,0.8829,6.2,14.21,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1506,World Fuel Services,United States,59.28,0.11059999999999999,7.49,1.44,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1508,Fukuoka Financial Group,Japan,2.38,0.32380000000000003,218.65,3.53,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1508,Sonova Holding,Switzerland,3.82,0.684,5.28,19.36,CHE,CH,SUI,SUI,46.818188,8.227512,1,0,Q39,46.8,8.23,Switzerland,federal state in Western Europe
1510,Qilu Bank,China,3.0,0.5395,76.98,2.87,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1511,Bank of India,India,6.36,0.3961,96.76,4.33,IND,IN,IND,IND,20.593684,78.96288,1,0,Q668,22.8,83.0,India,country in South Asia
1512,China Grand Automotive Services,China,21.09,0.1154,18.55,2.52,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1513,Bank Pekao,Poland,2.42,0.5631,67.93,5.98,POL,PL,POL,POL,51.919438,19.145136,1,0,Q36,52.0,19.0,Poland,country in Central Europe
1514,Ampol ,Australia,26.51,0.525,9.04,4.72,AUS,AU,AUS,AUS,-25.274398,133.775136,1,0,Q408,-28.0,137.0,Australia,country in Oceania
1515,Hera,Italy,21.11,0.2682,18.47,4.51,ITA,IT,ITA,ITA,41.87194,12.56738,1,0,Q38,42.5,12.5,Italy,country in Southern Europe
1516,Shenzhen Inovance Technology,China,3.34,0.6344,5.84,22.62,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1517,Chiba Bank,Japan,1.83,0.4383,146.26,4.75,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1517,Falabella,Chile,14.59,0.3628,24.54,5.61,CHL,CL,CHI,CHI,-35.675147,-71.542969,1,0,Q298,-33.0,-71.0,Chile,sovereign state in South America
1517,Wheaton Precious Metals,Canada,0.97,0.6221,6.92,23.49,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
1520,Aldar Properties,United Arab Emirates,3.16,0.7893,17.37,11.56,ARE,AE,UAE,UAE,23.424076,53.847818,1,0,Q878,24.4,54.3,United Arab Emirates,sovereign state in Southwest Asia
1521,Olin,United States,8.76,1.09,8.11,7.11,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1522,Compal Electronics,Taiwan,36.0,0.2445,14.75,3.43,TWN,TW,TPE,TPE,23.69781,120.960515,0,0,Q865,24.0,121.0,Taiwan,"democratic republic in East Asia, also known as the Republic of China since 1949"
1522,Lotte Chemical,South Korea,17.24,0.047700000000000006,21.18,5.48,KOR,KR,KOR,KOR,35.907757,127.766922,0,0,Q884,36.0,128.0,South Korea,sovereign state in East Asia
1522,Old Mutual,South Africa,6.91,0.44730000000000003,62.0,3.07,ZAF,ZA,RSA,RSA,-30.559482,22.937506,1,0,Q258,-29.0,24.0,South Africa,sovereign state in Southern Africa
1525,Bank of East Asia,Hong Kong,3.79,0.4663,113.11,3.56,HKG,HK,HKG,HKG,22.396428,114.109497,1,0,Q8646,22.28,114.16,Hong Kong,special administrative region of China
1525,Empire,Canada,23.63,0.521,12.26,6.76,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
1527,Bank of Zhengzhou,China,4.43,0.5002,88.24,1.18,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1528,China Huarong Asset Management,China,5.95,-4.16,137.42,4.35,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1529,Concordia Financial Group,Japan,2.27,0.3772,186.99,4.39,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1530,Jiangsu Zhongnan Construction Group,China,8.64,-1.36,44.12,1.03,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1531,DaVita,United States,11.61,0.5468999999999999,17.68,8.0,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1532,Eurofins Scientific Societe Europeenne,Luxembourg,7.05,0.6413,10.76,13.77,LUX,LU,LUX,LUX,49.815273,6.129583,1,0,Q32,49.77,6.13,Luxembourg,country in Western Europe
1532,Vietnam Technological & Commercial Joint Stock Bank,Vietnam,2.38,0.8606,29.65,4.31,VNM,VN,VIE,VIE,14.058324,108.277199,0,0,Q881,16.0,108.0,Vietnam,sovereign state in Southeast Asia
1532,Whirlpool,United States,19.45,-2.01,16.86,7.5,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1535,Aeroports de Paris,France,4.93,0.5423,20.11,15.46,FRA,FR,FRA,FRA,46.227638,2.213749,1,0,Q142,47.0,2.0,France,country in Western Europe
1535,Aramark,United States,16.98,0.226,15.29,9.06,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1537,Avantor,United States,7.34,0.6176,13.4,13.54,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1537,Check Point Software,Israel,2.35,0.8116,5.54,14.61,ISR,IL,ISR,ISR,31.046051,34.851612,1,0,Q801,31.0,35.0,Israel,sovereign state in the Middle East
1539,Nitori Holdings,Japan,6.46,0.6748,7.83,14.46,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1540,Carlyle Group,United States,3.85,0.7541,21.27,9.67,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1541,Covestro,Germany,17.71,-0.7425,15.85,8.39,DEU,DE,GER,GER,51.165691,10.451526,1,0,Q183,51.0,10.0,Germany,country in Central Europe
1541,Korea Shipbuilding & Offshore Engineering,South Korea,14.46,-0.0507,23.63,4.42,KOR,KR,KOR,KOR,35.907757,127.766922,0,0,Q884,36.0,128.0,South Korea,sovereign state in East Asia
1543,Empresas CMPC,Chile,7.84,1.01,16.57,4.0,CHL,CL,CHI,CHI,-35.675147,-71.542969,1,0,Q298,-33.0,-71.0,Chile,sovereign state in South America
1544,Teleperformance,France,8.57,0.6779,9.46,10.37,FRA,FR,FRA,FRA,46.227638,2.213749,1,0,Q142,47.0,2.0,France,country in Western Europe
1545,Banque Cantonale Vaudoise,Switzerland,1.24,0.4066,64.2,8.72,CHE,CH,SUI,SUI,46.818188,8.227512,1,0,Q39,46.8,8.23,Switzerland,federal state in Western Europe
1546,Harbour Energy,United Kingdom,5.39,-0.0885,12.57,56.65,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
1547,Fastighets Balder,Sweden,1.04,1.01,25.32,5.06,SWE,SE,SWE,SWE,60.128161,18.643501,1,0,Q34,61.0,15.0,Sweden,sovereign state in northern Europe
1547,KPN,Netherlands,5.59,0.7998,12.77,14.67,NLD,NL,NED,NED,52.132633,5.291266,1,0,Q55,52.32,5.55,Netherlands,"country in western Europe, continental part of Kingdom of the Netherlands"
1547,Waters,United States,2.97,0.7078,3.28,17.52,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1550,Mebuki Financial Group,Japan,2.08,0.276,160.67,2.75,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1551,Yunnan Yuntianhua,China,11.01,0.8676,8.69,4.93,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1552,Moncler SpA,Italy,2.74,0.6376000000000001,4.95,19.95,ITA,IT,ITA,ITA,41.87194,12.56738,1,0,Q38,42.5,12.5,Italy,country in Southern Europe
1552,Zhejiang Expressway Co. Ltd.,China,2.2,0.8416,29.35,3.82,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1554,Mirae Asset Financial Group,South Korea,3.14,0.49489999999999995,84.0,3.06,KOR,KR,KOR,KOR,35.907757,127.766922,0,0,Q884,36.0,128.0,South Korea,sovereign state in East Asia
1555,Brown & Brown,United States,3.79,0.6748,13.4,18.52,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1555,Equifax,United States,5.06,0.5869,11.58,24.54,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1557,Beijing Shougang,China,16.66,0.0018,20.73,4.17,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1558,El Puerto de Liverpool,Mexico,8.75,0.8639,12.1,8.12,MEX,MX,MEX,MEX,23.634501,-102.552784,1,0,Q96,23.0,-102.0,Mexico,sovereign state in North America
1559,Sibanye Stillwater,South Africa,8.45,1.12,9.79,6.85,ZAF,ZA,RSA,RSA,-30.559482,22.937506,1,0,Q258,-29.0,24.0,South Africa,sovereign state in Southern Africa
1560,Asustek Computer,Taiwan,18.02,0.4928,15.33,7.01,TWN,TW,TPE,TPE,23.69781,120.960515,0,0,Q865,24.0,121.0,Taiwan,"democratic republic in East Asia, also known as the Republic of China since 1949"
1561,TFI International,Canada,8.45,0.7811,5.5,9.15,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
1562,Bajaj Auto,India,4.54,0.7541,4.28,15.43,IND,IN,IND,IND,20.593684,78.96288,1,0,Q668,22.8,83.0,India,country in South Asia
1562,Ningxia Baofeng Energy Group,China,4.12,0.8373999999999999,9.04,13.77,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1564,BOK Financial,United States,2.41,0.6155,45.52,5.38,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1564,Kesko,Finland,12.41,0.6141,8.34,8.33,FIN,FI,FIN,FIN,61.92411,25.748151,1,0,Q33,65.0,27.0,Finland,country in northern Europe
1566,Kingdom Holding,Saudi Arabia,0.672,1.85,14.14,8.15,SAU,SA,KSA,KSA,23.885942,45.079162,1,0,Q851,23.72,44.12,Saudi Arabia,sovereign state in western Asia
1567,Old National Bank,United States,2.03,0.6025,47.84,3.71,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1567,Telia,Sweden,8.86,-1.44,21.9,10.12,SWE,SE,SWE,SWE,60.128161,18.643501,1,0,Q34,61.0,15.0,Sweden,sovereign state in northern Europe
1569,West Pharmaceutical Services,United States,2.88,0.5521,3.72,27.36,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1570,Shiseido,Japan,8.12,0.26,9.91,20.44,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1571,Kingfisher,United Kingdom,15.96,0.5756,14.9,6.16,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
1572,AECOM Technology,United States,13.26,0.337,11.41,11.63,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1572,PT Garuda Indonesia (Persero),Indonesia,2.11,3.67,6.24,0.393,IDN,ID,INA,IDN,-0.789275,113.921327,1,0,Q252,-2.0,118.0,Indonesia,"sovereign state in Southeast Asia situated on more than 17,000 islands"
1574,B3,Brazil,1.76,0.8182999999999999,9.21,13.84,BRA,BR,BRA,BRA,-14.235004,-51.92528,1,0,Q155,-14.0,-53.0,Brazil,country in South America
1575,Commercial Metals,United States,9.17,1.04,6.49,5.22,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1576,Seadrill,Bermuda,1.07,3.62,2.8,1.85,BMU,BM,BER,BER,32.321384,-64.75737,1,0,Q23635,32.33,-64.75,Bermuda,British overseas territory in the North Atlantic Ocean
1577,China Resources Gas Group,Hong Kong,12.05,0.6045,14.36,7.92,HKG,HK,HKG,HKG,22.396428,114.109497,1,0,Q8646,22.28,114.16,Hong Kong,special administrative region of China
1578,Sun Pharma Industries,India,5.39,0.5357000000000001,9.15,28.46,IND,IN,IND,IND,20.593684,78.96288,1,0,Q668,22.8,83.0,India,country in South Asia
1579,ASM International,Netherlands,2.71,0.652,4.5,18.55,NLD,NL,NED,NED,52.132633,5.291266,1,0,Q55,52.32,5.55,Netherlands,"country in western Europe, continental part of Kingdom of the Netherlands"
1580,"Sumitomo Forestry Co.,",Japan,12.49,0.7414,11.47,4.32,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1581,Ansys,United States,2.15,0.5532999999999999,6.48,26.14,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1581,Rajesh Exports,India,39.43,0.15319999999999998,3.01,2.15,IND,IN,IND,IND,20.593684,78.96288,1,0,Q668,22.8,83.0,India,country in South Asia
1581,Snowflake,United States,2.07,-0.7967000000000001,7.72,50.1,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1584,Wistron,Taiwan,33.03,0.37439999999999996,14.09,4.57,TWN,TW,TPE,TPE,23.69781,120.960515,0,0,Q865,24.0,121.0,Taiwan,"democratic republic in East Asia, also known as the Republic of China since 1949"
1585,Banca MPS,Italy,4.28,-0.21509999999999999,128.37,2.83,ITA,IT,ITA,ITA,41.87194,12.56738,1,0,Q38,42.5,12.5,Italy,country in Southern Europe
1586,WSP,Canada,9.17,0.3317,10.95,16.54,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
1587,Iron Mountain,United States,5.17,0.5792999999999999,16.47,16.45,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1587,Metro Group,Germany,31.8,-0.0074,14.17,3.06,DEU,DE,GER,GER,51.165691,10.451526,1,0,Q183,51.0,10.0,Germany,country in Central Europe
1587,Wuestenrot & Wuerttembergische,Germany,6.46,0.2728,70.34,1.68,DEU,DE,GER,GER,51.165691,10.451526,1,0,Q183,51.0,10.0,Germany,country in Central Europe
1590,CSPC Pharmaceutical Group,China,4.6,0.9052,6.01,12.22,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1590,Eve Energy,China,5.93,0.602,12.56,18.95,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1592,Hokuhoku Financial Group,Japan,1.27,0.11159999999999999,121.17,0.931,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1593,DoorDash,United States,7.16,-1.36,9.65,24.46,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1593,Mid-america Apartment Communities,United States,2.07,0.6621,11.35,17.78,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1595,Lear,United States,21.52,0.4219,14.4,7.29,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1596,Verisk Analytics,United States,2.77,0.5045,4.19,30.53,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1597,Kintetsu,Japan,9.89,0.618,18.45,6.55,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1598,Adani Ports & Special Economic Zone,India,2.35,0.6473,12.27,18.07,IND,IN,IND,IND,20.593684,78.96288,1,0,Q668,22.8,83.0,India,country in South Asia
1599,Mitsui Chemicals,Japan,14.27,0.5692,15.81,4.94,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1600,Asian Paints,India,4.27,0.4735,2.98,35.32,IND,IN,IND,IND,20.593684,78.96288,1,0,Q668,22.8,83.0,India,country in South Asia
1600,Bank of Qingdao,China,3.51,0.4722,80.37,1.96,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1602,Golden Agri-Resources,Singapore,11.44,0.7821,9.9,2.54,SGP,SG,SGP,SIN,1.352083,103.819836,1,0,Q334,1.3,103.8,Singapore,sovereign city-state in Southeast Asia
1602,Vibra Energia,Brazil,35.13,0.29760000000000003,7.92,3.09,BRA,BR,BRA,BRA,-14.235004,-51.92528,1,0,Q155,-14.0,-53.0,Brazil,country in South America
1604,Stifel Financial,United States,4.73,0.6461,38.6,6.18,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1605,Military Commercial Joint Stock Bank,Vietnam,3.02,0.7467999999999999,30.9,3.5,VNM,VN,VIE,VIE,14.058324,108.277199,0,0,Q881,16.0,108.0,Vietnam,sovereign state in Southeast Asia
1606,DexCom,United States,3.02,0.2925,5.52,46.83,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1606,Grupo Elektra,Mexico,8.19,-0.3654,21.8,10.42,MEX,MX,MEX,MEX,23.634501,-102.552784,1,0,Q96,23.0,-102.0,Mexico,sovereign state in North America
1606,Wintrust Financial,United States,2.49,0.5625,52.87,3.99,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1609,Aristocrat Leisure,Australia,3.97,0.675,6.51,16.58,AUS,AU,AUS,AUS,-25.274398,133.775136,1,0,Q408,-28.0,137.0,Australia,country in Oceania
1609,Shenwan Hongyuan Group,China,3.08,0.4363,92.07,5.42,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1609,Shizuoka Financial Group,Japan,2.07,0.3158,111.87,4.23,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1612,Altice USA,United States,9.52,0.023899999999999998,31.99,1.35,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1612,Navient,United States,4.19,0.501,66.91,1.9,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1614,Zhejiang Zheneng Electric Power,China,12.39,-0.4057,16.99,9.27,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1615,Chewy,United States,10.1,0.0492,2.74,14.14,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1616,BayWa,Germany,28.44,0.1767,14.29,1.57,DEU,DE,GER,GER,51.165691,10.451526,1,0,Q183,51.0,10.0,Germany,country in Central Europe
1616,Hubei Biocause Pharmaceutical,China,7.71,0.0251,43.56,2.55,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1618,Obayashi,Japan,15.11,0.4357,19.31,6.02,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1619,Unicaja Banco,Spain,2.1,0.2715,105.66,2.62,ESP,ES,ESP,ESP,40.463667,-3.74922,1,0,Q29,40.2,-3.5,Spain,country in southwestern Europe
1620,Agile Group Holdings,China,8.15,-2.12,39.35,0.927,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1621,Lotte Shopping,South Korea,11.98,-0.2545,25.07,1.7,KOR,KR,KOR,KOR,35.907757,127.766922,0,0,Q884,36.0,128.0,South Korea,sovereign state in East Asia
1622,Harbin Bank,China,4.48,0.0849,102.58,0.364,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1623,Japan Securities,Japan,0.462,0.044,102.49,0.593,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1624,FMC,United States,5.8,0.7235,11.73,14.19,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1625,Carlisle Cos,United States,6.28,0.8302,7.12,10.89,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1625,Shinsei Bank,Japan,2.5,0.1777,100.9,3.71,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1627,Assurant,United States,10.35,0.2412,26.26,6.96,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1627,Nishi-nippon Financial Holdings,Japan,1.1,0.2282,100.56,1.16,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1629,Kyushu Financial Group,Japan,1.55,0.1915,98.53,1.55,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1629,Li Ning,China,3.83,0.6062000000000001,4.84,18.67,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1631,SDIC Capital,China,2.65,0.546,45.12,7.03,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1632,Hachijuni Bank,Japan,1.43,0.17809999999999998,97.41,2.04,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1633,Banco Comercial Portugues,Portugal,3.9,0.1986,96.77,3.69,PRT,PT,POR,POR,39.399872,-8.224454,1,0,Q45,38.7,-9.18,Portugal,country in southwestern Europe
1634,Saputo,Canada,13.31,0.3841,10.61,10.63,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
1635,Hengyi Petrochemical ,China,21.43,-0.2592,15.61,3.77,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1635,Kawasaki Heavy Industries,Japan,12.61,0.5095,18.47,3.71,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1637,Mobileye Global,Israel,1.87,-0.082,15.46,30.16,ISR,IL,ISR,ISR,31.046051,34.851612,1,0,Q801,31.0,35.0,Israel,sovereign state in the Middle East
1638,Host Hotels & Resorts,United States,5.21,0.804,12.22,12.67,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1639,Coinshares International,United Kingdom,2.54,2.72,1.66,0.204,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
1639,Next,United Kingdom,6.15,0.8697,4.9,10.46,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
1641,Commercial International Bank,Egypt,3.38,0.8377,25.68,5.15,EGY,EG,EGY,EGY,26.820553,30.802498,1,0,Q79,27.0,29.0,Egypt,sovereign state in North Africa and Asia
1642,Invitation Homes,United States,2.25,0.3563,18.5,21.04,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1643,Taylor Morrison Home,United States,8.18,1.07,8.38,4.63,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1644,Banpu,Thailand,7.76,1.16,12.61,2.25,THA,TH,THA,THA,15.870032,100.992541,1,0,Q869,14.0,101.0,Thailand,sovereign state in Southeast Asia
1645,China Merchants Port Holdings,Hong Kong,1.6,0.9937,22.06,6.19,HKG,HK,HKG,HKG,22.396428,114.109497,1,0,Q8646,22.28,114.16,Hong Kong,special administrative region of China
1646,Braskem,Brazil,18.69,-0.065,16.68,3.81,BRA,BR,BRA,BRA,-14.235004,-51.92528,1,0,Q155,-14.0,-53.0,Brazil,country in South America
1646,Dollarama,Canada,3.86,0.6129,4.01,18.01,CAN,CA,CAN,CAN,56.130366,-106.346771,1,0,Q16,56.0,-109.0,Canada,sovereign state in North America
1648,North Pacific Bank,Japan,0.944,0.0884,92.04,0.817,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1648,Sharp,Japan,19.53,-0.031100000000000003,16.16,4.6,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1650,United Natural Foods,United States,29.86,0.191,7.63,1.61,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1651,Yamaguchi Financial,Japan,1.05,-0.1143,90.98,1.41,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
1652,Pinnacle Bank,United States,1.89,0.5689,45.12,3.8,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1653,Andon Health,China,4.0,2.58,3.19,2.77,CHN,CN,CHN,CHN,35.86166,104.195397,1,0,Q148,35.84,103.45,People's Republic of China,state in East Asia
1654,Clorox,United States,7.17,0.074,5.82,20.97,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1654,GCL Technology Holdings,Hong Kong,5.32,2.42,12.31,6.41,HKG,HK,HKG,HKG,22.396428,114.109497,1,0,Q8646,22.28,114.16,Hong Kong,special administrative region of China
1654,Schroders,United Kingdom,3.61,0.5909,25.66,9.26,GBR,GB,GBR,,55.378051,-3.435973,0,0,Q145,54.6,-2.0,United Kingdom,country in Western Europe
1654,Veeva Systems,United States,2.15,0.48769999999999997,4.8,28.62,USA,US,USA,USA,37.09024,-95.712891,0,0,Q30,39.83,-98.58,United States of America,sovereign state in North America
1658,Dai Nippon Printing,Japan,10.39,0.7,13.99,6.99,JPN,JP,JPN,JPN,36.204824,138.252924,1,0,Q17,35.0,136.0,Japan,sovereign state in East Asia
